DATE,TIME,CONTENT
1/21/2016,11:21, Sex education or sex training?  #Africa #Kenya #HIV #Religion #SDGS http://fb.me/3N97gsbQp?            
1/21/2016,11:23, Tesco CEO heads up global food waste campaign launched at Davos http://gu.com/p/4g2fm/stw? #SDGs            
1/21/2016,11:25, Read .@BanKimoon_amdg 's speech to mobilize #business #leaders to help address the #SDGs in #Davos http://bit.ly/1nq30Gd? #GlobalGoals #CRS            
1/21/2016,11:27, @_AfricanUnion @Mo_IbrahimFdn #SDGs Goal5 on #Gender Equality:#Zimbabwe Constitutional Court Outlaws Child'Marriage'-http://abcnews.go.com/International/wireStory/zimbabwes-constitutional-court-outlaws-child-marriage-36397154??            
1/21/2016,11:30, .@akin_adesina: we have got to unlock the potential of all women in #Africa #Davos2016 #agenda2063 #SDGs #Vision2020            
1/21/2016,11:33, Major Disruptive Social Media Announcement will be conveyed by @Horyou opening new ground of Inclusiveness & Social Impact #Davos #WEF #SDGs            
1/21/2016,11:38, Many @UN bodies involved in developing drug policy metrics via Global Goals #SDGs; big synergy potential. - @UNUniversity's @James_Cockayne.            
1/21/2016,11:40, RT https://twitter.com/JuliaBlocher/status/690257160668909572?? Many UN bodies involved in developing drug policy metrics via Global Goals #SDGs; big synergy potential. - UNUn?            
1/21/2016,11:41, Abrupt oil price decline can have impact on GCC countries? fiscal positions and business confidence #WESP2016 #GlobalGoals #economic #SDGs            
1/21/2016,11:42, Minor tweaks to our speeches this evening and it's looking all good for Tuesday! #SDGs #debateit #opposethemotion            
1/21/2016,11:45, In suspense for the #UNSG's report on #2030Agenda follow-up and review? https://sustainabledevelopment.un.org/content/documents/9599SG%20report%20on%20follow%20up%20and%20review%20-%20FINAL%20FOR%20POSTING.pdf?? #GlobalGoals #SDGs            
1/21/2016,11:46," #UNSG report: Critical milestones towards coherent, efficient & inclusive follow-up & review at global level: https://sustainabledevelopment.un.org/hlpf? #SDGs            "
1/21/2016,11:48, The next stage in #2030Agenda can begin - negotiating the follow-up and review of #SDGs. @UNDESA @SustDev #globalGoals @IISDRS            
1/21/2016,11:49, Matrix: how do different types of jobs contribute to #sustainable development & #SDGs? http://bit.ly/1lCfBoa? @wef #HDR2015            
1/21/2016,11:49, Achieving #SDGs brings #newjobs e.g. 45m #health workers http://bit.ly/1lCfBoa? @wef #HDR2015            
1/21/2016,11:50, RT @WEConnection: Good news for women's #entreprenership!  #SDGs https://twitter.com/PeterZerp/status/690105178129850369??            
1/21/2016,11:57, Cool article from Ag4Impact on the #SDGs and #Agriculture - one reason it is the foundation of @IAmNuru's workhttps://twitter.com/OneAcreFund/status/690208983324495872??            
1/21/2016,12:01, Great news! @BizCommission will kick start #SDGs see our paper on biz opportunities &  #GlobalGoals here http://bit.ly/1WyscWH?            
1/21/2016,12:02, What does the #WaronDrugs have to do with #SDGS? Learn how current policy?s effect #hunger: http://ow.ly/XlCVq?pic.twitter.com/LBVQIGJwHO            
1/21/2016,12:02, #UNSG Report on follow-up and review now available at (advance unedited version) http://bit.ly/1Wysxsz? #SDGs pic.twitter.com/xaOmxgaTDk            
1/21/2016,12:03, #Development specialists must get to grips with fragile #cities via @devex | http://bit.ly/1Zdnsee? #SDGs #urbanization            
1/21/2016,12:04, Clean Water and Sanitation for All by 2030 http://www.huffingtonpost.com/gary-white/its-expensive-to-be-poor_b_8095176.html?1441805779?? #Water #WaterPoverty #MDGs #SDGs #4H2O            
1/21/2016,12:04, How expensive is it to be a poor? http://www.huffingtonpost.com/gary-white/its-expensive-to-be-poor_b_8095176.html?1441805779?? #Water #guardian #WaterPoverty #MDGs #SDGs #4H2O            
1/21/2016,12:05," Rice-fish systems is sustainable agriculture at work: http://ow.ly/Xn0wW? #saveandgrow #sdgs more rice, fish, income & less pesticides            "
1/21/2016,12:08, #UNSG Report on follow-up & review of the 2030 Agenda at the global level available: http://bit.ly/1CoaoTe? #SDGs pic.twitter.com/iwh5OiDEyh            
1/21/2016,12:15, In order for us to prosper economic growth must be inclusive #WEF16 #SDGS http://ow.ly/XlJWU?            
1/21/2016,12:17, Four Drivers of Corporate Action on Sustainability. How private sector can help implement #SDGs https://t.e2ma.net/share/inbound/t/vs1ar/b5hgtg?? #CSR #GlobalGoals            
1/21/2016,12:23, RT unfoundation: RT JuliaBlocher: Congratulations newly announced advocates for UN Global Goals! #SDGs unfoundation erna_solberg JDMahama P?            
1/21/2016,12:24, Watch: 17 Goals to Transform the World http://bit.ly/1nmEANU? #SDGs @UN @GlobalGoalsUN            
1/21/2016,12:25, thebteamhq: In order for us to prosper economic growth must be inclusive #WEF16 #SDGS http://ow.ly/XlJWU?            
1/21/2016,12:26, RT @ sballarino: Four Drivers of Corporate Action on Sustainability. How private sector can help implement #SDGs http://ift.tt/1UeEoKN? #?            
1/21/2016,12:26, Interesting debate about implementations of the #SDGs by @EU_Commission with @bricelalonde @KGeorgievaEU #BUcafepic.twitter.com/MsnDjRhakE            
1/21/2016,12:27, Compilation of Metadata for the Proposed Global Indicators for the Review of #Agenda2030 #SDGs as 18 Jan http://unstats.un.org/sdgs/iaeg-sdgs/metadata-compilation/?? via #IAEG            
1/21/2016,12:27, Just released! Check out #UNSG Report on #global follow-up & review of #2030Agenda http://bit.ly/1CoaoTe? #SDGs @UNpic.twitter.com/U9X2M0RCXX            
1/21/2016,12:27, We all dream of a better future. Together we can make it a reality. #ZeroHunger #SDGs Credits to World Food Program pic.twitter.com/dteLhGo4Pv            
1/21/2016,12:29, Extremely high structural unemployment and armed conflicts in the Arab region require longer-term solutions #WESP2016 #GlobalGoals #SDGs            
1/21/2016,12:30, Do the #SDGs address #youth needs? Find out in @GatesJHU's interview with @BabatundeUNFPA: http://bit.ly/1T52XeJ? #GlobalGoals #ICFP            
1/21/2016,12:30, #CSW60 NOW: Stakeholder Forum on implementation of #SDGs 2 achieve a #Planet5050. Stay tuned http://owl.li/XmwBg?pic.twitter.com/ZVyjZNZKfO            
1/21/2016,12:30, New Global Commission Aimed at Quantifying #BusinessCase for Helping to Achieve #SDGs http://sbshare.co/1QhgZY3?pic.twitter.com/LADINNHfkq            
1/21/2016,12:31, .@UN's Rprt on World Social Situation 2016: strategies to promote #inclusion & achieve #SDGs http://bit.ly/1ROu50N?pic.twitter.com/CTIhUSRL7P            
1/21/2016,12:33, @ABAlbrectsen Unexpected Progress On #SDGs 5 As #Zimbabwe Constitutional Court Outlaws Child 'Marriage'-http://abcnews.go.com/International/wireStory/zimbabwes-constitutional-court-outlaws-child-marriage-36397154??            
1/21/2016,12:35, Secretary General report on follow up and review just out - https://sustainabledevelopment.un.org/hlpf? #SDGs #Deliver2030            
1/21/2016,12:37," Data on WWDs even more staggering. How far will #SDGs go to include PWDs, esp. women/girls w/disabilities? https://twitter.com/phumzileunwomen/status/690138162396577792??            "
1/21/2016,12:39, @joylawn Unexpected Progress As On #SDGs 5 - As #Zimbabwe Constitutional Court Outlaws Child 'Marriage' -http://abcnews.go.com/International/wireStory/zimbabwes-constitutional-court-outlaws-child-marriage-36397154??            
1/21/2016,12:41, .@Mje51: 3 tips for #SDGs advocacy in '16: 1 focus on the poorest 2 look south + east 3 learn frm #BlackLivesMatterhttps://www.devex.com/news/make-2016-the-year-that-words-turn-into-action-87612?hootPostID=68ef4baee9807ac3581f2da7d871ab8c??            
1/21/2016,12:41, Kaneaime1998Ka: RT TonyOElumelu: Just before a discussion on Operationalising #SDGs with President PaulKagame #Rwa?pic.twitter.com/t4IZo50P6v            
1/21/2016,12:43, #Agenda2030 #SDGs UN Secretary General issues report on follow-up & review system at the global level https://sustainabledevelopment.un.org/content/documents/9599SG%20report%20on%20follow%20up%20and%20review%20-%20FINAL%20FOR%20POSTING.pdf??            
1/21/2016,12:45, Reducing food loss & waste key to #SDGs: #Champions123 coalition launched to inspire action: http://bit.ly/1ZPsw8V?pic.twitter.com/DzR8XsHgep            
1/21/2016,12:54," great article @ONECampaign! How does this mesh w/ #SDGs, since women/girls equality/equity is key focus? https://twitter.com/ONECampaign/status/690273975306457088??            "
1/21/2016,12:59," Announcing the 17 #SDGs champions with @UN SG, PM @erna_solberg and President @JDMahama at Open Forum #Davospic.twitter.com/4ntgwHGeJH            "
1/21/2016,13:00, How can companies get started on the #SDGs? @Sgenright shares 4 approaches: http://bit.ly/1P7HlZf? #SDGs #WEF            
1/21/2016,13:00," Investing in the power & potential of young people could not be more relevant as we enter the new #development era"" - @BabatundeUNFPA #SDGs ""           "
1/21/2016,13:01, The Arab region continues to register some of the highest unemployment rates among developing countries #WESP2016 #GlobalGoals #SDGs            
1/21/2016,13:09," When you discuss the #SDGs with the likes of the Minister of Environment, you can't but leave? https://www.instagram.com/p/BA0M6gLh9GR/?            "
1/21/2016,13:11," Investing in the power & potential of young people could not be more relevant as we enter the new #development era"" - @BabatundeUNFPA #SDGs ""           "
1/21/2016,13:13," #UAE committed to @UnfEWEC global movement, health of women, children & adolescents critical to human development & achieving #SDGs            "
1/21/2016,13:15, Great @jrockstrom editorial in @sciencemagazine on IGBP #Anthropocene #sdgs #futureearth http://science.sciencemag.org/content/351/6271/319.full-text.pdf+html?? @ICSUnews @sthlmresilience            
1/21/2016,13:15, Ready for #Davos: Video on how business can change the world and make money http://ow.ly/XmCNb? via @CNNMoney #SDGs            
1/21/2016,13:15, Check out the newly released #UNSG Report on #global follow-up & review of #2030Agenda http://bit.ly/1CoaoTe? #SDGs pic.twitter.com/OUyf9h1TrL            
1/21/2016,13:16, .@UN's Rprt on World Social Situation 2016: strategies to promote #inclusion & achieve #SDGs http://ow.ly/XnvbZ?            
1/21/2016,13:16, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O             
1/21/2016,13:17," @ThomasGass @sharehopehaiti implmnts @bsrherproject in #Haiti factories, teaching handwashing and introducng #SDGs 3 pic.twitter.com/wQLuv4S7GN            "
1/21/2016,13:21, Davos 2016 - A Social Contract to Transform Our World by 2030   75576 #BanKi-Moon #SDGs @wefhttp://youtu.be/7AqSOfg21BY?            
1/21/2016,13:22, Millions will be left behind-in stats @USUN Rep @UN_Women Forum Hum. asst shouldnt be separate from delivering #SDGs pic.twitter.com/3JkuB71sgl            
1/21/2016,13:25," #Business will reap massive economic rewards if the world can #EndPoverty, tackle #inequality & environmental stresses #SDGs #GlobalGoals            "
1/21/2016,13:26, Ways to kids to understand the #SDGs https://twitter.com/ASherinian/status/690278989747916800??            
1/21/2016,13:29, #SDGs Advocate Unilever CEO @PaulPolman sets the tone: there's no business case for #povertypic.twitter.com/Me9cySRFny            
1/21/2016,13:30, President of ECOSOC  proposing the theme for this year's HLPF should be leave no one behind - excellent  @deliver2030 #SDGs            
1/21/2016,13:45, Crop-livestock systems are sustainable agriculture at work. See how families in Lake Victoria #Africa benefit: http://ow.ly/Xn1dm? #SDGs            
1/21/2016,13:45, Risk-benefit analysis & burden identification? 1 of 10 ethics principals proposed by Prof  Singh in achieving  #SDGs http://bit.ly/1OBQ2Pv?            
1/21/2016,13:47," #UAE committed to @UnfEWEC health of women, children & adolescents critical to human development & achieving #SDGs https://twitter.com/uaemissiontoun/status/690280902266609664??            "
1/21/2016,13:48," From #MDGs to #SDGs, #Ethiopia is in the lead - with PM Haile Mariam Dessalegn #wefpic.twitter.com/YTu6FSZQ0Z            "
1/21/2016,13:49, ?We need to set in motion a structure to respond to & address future #epidemics? @JeremyFarrar @wellcometrust? #SDGs #WEF #Davos2016            
1/21/2016,13:52, Secretary General report on follow up and review just out: http://deliver2030.org/?p=6670? #SDGs #GlobalGoals            
1/21/2016,13:52, @UNFAO @grazianodasilva places #SDGs http://bit.ly/1taazOA? high on its agenda @FAOnews @FAOAfrica @EnriqueYeveshttps://twitter.com/UN/status/689497725704900608??            
1/21/2016,13:52, Now out: Milestones rept from @secgen on plans for #Agenda2030  global follow-up and review of #SDGs https://sustainabledevelopment.un.org/content/documents/9599SG%20report%20on%20follow%20up%20and%20review%20-%20FINAL%20FOR%20POSTING.pdf??            
1/21/2016,13:57, Here's your 101 for the #globalgoals! Read these common questions to learn about the #SDGs: http://bit.ly/globalgoalsFAQ?            
1/21/2016,13:57," Civil society & stakeholders  inc business  must participate in all parts"" of review #SDGs says @secgen https://sustainabledevelopment.un.org/content/documents/9599SG%20report%20on%20follow%20up%20and%20review%20-%20FINAL%20FOR%20POSTING.pdf?? ""         "
1/21/2016,13:59," How do we make sure #Agenda2030 & #SDGs get implemented? @UN SG Ban weighs in on follow-up & review"": http://ln.is/un.org/bBMus? #GlobalGoals ""           "
1/21/2016,14:01, African #Startups offer Afrocentric sltns to African tech challenges http://cnn.it/1TXEhmT? @brcknet #SDGs pic.twitter.com/UCcJdo0p7O            
1/21/2016,14:05, Govt & NGOs can't build the future we need alone. #Business can help create the future #SDGs #WEF16 #Davos http://ow.ly/XlEEJ?            
1/21/2016,14:10, #SDGs set aspirational vision 4 more #sustainable food systems by 2030. @MyFood30 + others now try to achieve themhttp://ow.ly/Xnx9j?            
1/21/2016,14:10, thebteamhq: Govt & NGOs can't build the future we need alone. #Business can help create the future #SDGs #WEF16 #D? http://ow.ly/XlEEJ?            
1/21/2016,14:12, 1st #sdgs target-level campaign? #Champions12.3 Tesco leads foodwaste campaign #Davos2016 http://gu.com/p/4g2fm/stw?pic.twitter.com/hzxxicGzSF            
1/21/2016,14:13," #UNSG sees HLPF as main actor in monitoring #SDGs & also addressing new and emerging issues"" as #Agenda2030 unfolds https://sustainabledevelopment.un.org/hlpf? ""           "
1/21/2016,14:15, .@UN Names 'Eminent Advocates' to Propel Achievement of #SDGs (via @UN_News_Centre)  http://ow.ly/XmLS4?            
1/21/2016,14:25, I'm happy to discover that a lot of the #wef16/#wef2016 conversations focus on how to achieve the #SDGs. Global focus & action needed!            
1/21/2016,14:26," @ThomsonFiji at the #UNWomen Education is a key factor in 2015 agenda #SDGs belongs to the #youth around the  world"" ""           "
1/21/2016,14:26," ?Women, children and adolescents are at the heart of the 2030 Agenda,? @UN_Spokesperson #SDGs #health #Unitednations http://www.un.org/sustainabledevelopment/blog/2016/01/secretary-general-announces-high-level-advisory-group-for-every-woman-every-child/??            "
1/21/2016,14:27, Happy to be speaking about the #SDGs at @WilliamsCollege on Friday at noon. @piamakohttps://events.williams.edu/event/log_lunch_the_un_sustainable_development_goals_pathway_to_2030#.VqFbJSorKM8??            
1/21/2016,14:30," ?Business, Civil Society & Govt must partner in new ways to reach #SDGs says @BizCommission #WEF2016 http://buff.ly/1lyXRdf? @NewClimateEcon            "
1/21/2016,14:32," .@GlobalGoalsUN: On implementing #SDGs, Pres @JDMahama: We don't hv luxury of time. #WEF16 : http://bit.ly/1P83dYE?pic.twitter.com/HqhxI9d0EK            "
1/21/2016,14:42, New initiative to develop roadmap for #business to help meet the #SDGs launched @ #WEF16 @BizCommission            
1/21/2016,14:51, @BizCommission @PaulPolman @malloch_brown congratulations on launching the #GCBSD - an important initiative for implementing the #SDGs            
1/21/2016,14:59, SarelRoets: RT TonyOElumelu: Just before a discussion on Operationalising #SDGs with President PaulKagame #Rwanda ?pic.twitter.com/t4IZo50P6v            
1/21/2016,15:04, SarelRoets: RT TonyOElumelu: Just before a discussion on Operationalising #SDGs with President PaulKagame #Rwanda ? http://ift.tt/1Osa7GH?            
1/21/2016,15:05, .@UNECOSOC oversees & supports transition from #MDGs to #SDGs. Get more info abt its milestones: http://bit.ly/ECOSOC70? #ECOSOC70            
1/21/2016,15:17, Excellent observation - we guess you mean the old should be included in welfare provision? #SDGs https://twitter.com/agenigeriafound/status/690295966788902912??            
1/21/2016,15:25, Today @UN Sec-Gen Ban Ki-moon announced High-level Adv. Group to help guide @UnfEWEC transition to #SDGs: http://ow.ly/Xml2l? #EWECisME            
1/21/2016,15:32, How did #Malawi achieve #MDG4? See new Countdown Case Study: online right now @LancetGH http://bit.ly/1nAQJyt? #SDGs #childhealth #RMNCH            
1/21/2016,15:32," Congratulations to @UN #SDGs Advocates. Special focus on countries affected by conflict #SDG16 #SDG8, #SDG1,...pic.twitter.com/2tdCgBHIov            "
1/21/2016,15:35," #SDGs can look like 17 separate goals but must be seen as #integrated, holistic  Learn more: http://ow.ly/XnyUZ?pic.twitter.com/XHzlCkznW7            "
1/21/2016,15:37, Check out this guidelines for a just transition towards environmentally #sustainable economies & societies  http://www.skillsforemployment.org/KSP/en/Details/?dn=WCMSTEST4_162459?? #SDGs            
1/21/2016,15:44, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs             
1/21/2016,15:44, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O             
1/21/2016,15:44, Every minute a child dies of a water-related disease. Safe #water for all can change this. #UN #SDGs #6is1  http://dld.bz/dVcZG?            
1/21/2016,15:44, Every minute a child dies of a water-related disease. Safe #water for all can change this. #UN #SDGs #6is1  http://dld.bz/dVcZG?            
1/21/2016,15:47, Congrats @PaulPolman @malloch_brown @BizCommission #WEF16 #SDGs #future #economies            
1/21/2016,16:00, A Rare Chance for Collective Climate Action #ClimateChange http://ow.ly/XnAqs? #COP21 #SDGs            
1/21/2016,16:05, Achieving our #SDGs cannot be done alone or in a vacuum- http://ow.ly/X9T3I? @Sealed_Air #foodwaste #COP21 #GHGs            
1/21/2016,16:05, @FazalDewan Thanks for the tweet! #privatesector #climateaction #SDGs Goal  13            
1/21/2016,16:17, Yesterday's @guardian panel discussion on financing #SDGs: http://gu.com/p/4fp52?CMP=Share_iOSApp_Other??            
1/21/2016,16:17, Some good news from #Cambodia: school meals help children stay in school: http://www.wfp.org/stories/cambodia-daily-breakfast-key-keeping-kids-school?? #ZeroHunger #SDGs pic.twitter.com/2CYard7Ym4            
1/21/2016,16:25," Until there no child living in poverty, the fight continues #alutacontinua #SDGs https://twitter.com/afrobarometer/status/690177076981321728??            "
1/21/2016,16:35, #SaveAndGrow is the way to go if we want reach #zerohunger by 2030 https://youtu.be/KjTVVT23vQs? #SDGs #sustdev            
1/21/2016,16:38, Check out this model for the #SDGs ? A tool for policy coherence & integration to make  #GlobalGoals a reality. http://buff.ly/1T3Z2Px?            
1/21/2016,16:48, INFOGRAPHIC: 17 Signs Our World Is Already Changing for the Better http://buff.ly/1ZcFBc0? #SDGs #endpovertypic.twitter.com/Envqf4OVSa            
1/21/2016,16:59, We cannot wait for  #Youth2030 @UNECOSOC YOUTH FORUM helping to put #YouthVoice at the center of 2030 #SDGs #GlobalGoals! @UN @UNYouthEnvoy            
1/21/2016,17:00, The @UN #SDGs and world's need to tackle them is an amazing opportunity if you make it one http://members.worldmerit.org?pic.twitter.com/WJvZp9lpMu            
1/21/2016,17:01, To invest in global development without investing in children is like building a house on sand. #SDGs #SDGsChildren            
1/21/2016,17:03, Excited 2 represent @Footageyouth @ @ECOSOC Youth Forum- I plan 2 help put #youth engagement & participation @ the <3 of #SDGs #youth2030            
1/21/2016,17:04, To invest in global development without investing in children is like building a house on sand. #SDGsChildren #SDGs pic.twitter.com/OT4ZjOpROp            
1/21/2016,17:07," To have a long-term impact on the world?s well-being, it is absolutely essential to invest in children. #SDGsChildren #SDGs #WEF16            "
1/21/2016,17:09," The hard work has begun & in fifteen short years, we all will be held accountable for the promises that were made. #SDGsChildren #SDGs            "
1/21/2016,17:11, And Sustainable Development Goals #SDGs #DisasterRiskReduction #ClimateChangehttps://twitter.com/preventionweb/status/690338262238543873??            
1/21/2016,17:14, We need to help poor families break the cycle of poverty. #SDGsChildren #SDGs #WEF16pic.twitter.com/LlBWrbp9Xt            
1/21/2016,17:15," Think #globally, act #locally to achieve #SDGs, say @GrowAfricaForum, @Grow_Asia http://ow.ly/XnxFe? via @wefpic.twitter.com/zymx84NbYu            "
1/21/2016,17:16," We need to provide capacity building, education, health care & vocational training to children. #SDGsChildren #SDGs pic.twitter.com/zWvDkxWmyT            "
1/21/2016,17:17, #Education is the tool to achieve #sustainable #development #sdgs #globalgoals. #Edu4peace            
1/21/2016,17:19," .@UNECOSOC President Discusses Theme, Arrangements for #HLPF 2016: http://sd.iisd.org/news/ecosoc-president-discusses-theme-arrangements-for-hlpf-2016/?? #SDGs            "
1/21/2016,17:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/21/2016,17:20, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/21/2016,17:24, Let children have access to quality education at all levels so they can develop to their full potential #SDGs #WEF16pic.twitter.com/2UTs1FCo32            
1/21/2016,17:26, The SDGs as a new year's resolution for business - fun framing by @Sgenright @BSRnews http://bit.ly/1Vcm5WR? #SDGs            
1/21/2016,17:27," Ensure early childhood development, care & pre primary education for girls & boys who have lost parental care.#SDGs pic.twitter.com/6DzmJI9PiR            "
1/21/2016,17:28, #WEF16 Gate's Powerful Message: Yes we can deliver #SDGs w/ #collaboration #innovation #empowerment #women & #girlshttps://twitter.com/billgates/status/690330724717727744??            
1/21/2016,17:31, help young people who have lost their parental care strengthen their employability. #SDGs #SDGsChildren #WEF16pic.twitter.com/SfYFbogjna            
1/21/2016,17:33," ?Gov. & intl orgs alone cannot build the future we need. #Business is the key to accelerating the transition http://bit.ly/1nB3g55? #SDGs ""           "
1/21/2016,17:34, Governments policies shift when parents(you moms!) visit representatives +make demands! #endpoverty #justice #SDGs https://twitter.com/bread4theworld/status/690341864587816960??            
1/21/2016,17:39, Accounting conflict deaths central to the new Sustainable Development Goals #SDGs http://odihpn.org/blog/an-accounting-of-conflict-deaths-is-central-to-the-new-sustainable-development-goals/?? (via @hpn_hpg)            
1/21/2016,17:55, Lack of common data-collection hampering understanding of South-South Co-operation http://www.saiia.org.za/events/nest-technical-working-group-meeting-defining-measuring-and-reporting-southsouth-cooperation?? @oxfaminSA #SSC #NESTAFRICA #SDGS            
1/21/2016,18:00, RT @PaulPolman: Respect for rights key to achieving #SDGs. Crucial that biz improves supply chain transparency #WEF http://ow.ly/XnSc8?            
1/21/2016,18:00, New Global Commission Aimed at Quantifying #BusinessCase for Helping to Achieve #SDGs http://sbshare.co/1QhgZY3?            
1/21/2016,18:04," Our 21st century Declaration of Interdependence"" - what #UNSG Ban Ki-Moon called the #2030Agenda https://goo.gl/vVKYRs? #SDGs ""           "
1/21/2016,18:12, CSO perspectives on the #SDGs indicators @UN next Tues. #data #ENDViolence @WorldVisionUN @ChildFundAllpic.twitter.com/2EhraHfpZb            
1/21/2016,18:26, Survey: How do we ensure active participation of the youth in achieving the #SDGs? Tell @UNEP here: http://bit.ly/22y2Ool?            
1/21/2016,18:27, Survey: How do we ensure active participation of the youth in achieving the #SDGs? Tell @UNEP here: http://ln.is/survey.unep.org/inde/3Gkh2??            
1/21/2016,18:29, #SDGs were established for a purpose - but even the smartest amongst us worry. #impinv #socenthttp://www.zerohedge.com/news/2016-01-21/stephen-hawking-warns-humanity-leave-earth-ruling-class-destroys-it??            
1/21/2016,18:30," Hear why investing in #youth led services is key to #SDGs, at #ICFP youth pre-conference, 24/01 with #LinkUp advocates.            "
1/21/2016,18:38, Bill and Melinda Gates: by ending poverty we can overcome other big challenges. http://bit.ly/1VbIljq? via @wef #ClimateAction #SDGs            
1/21/2016,19:04, Clean Water and Sanitation for All by 2030 http://www.huffingtonpost.com/gary-white/its-expensive-to-be-poor_b_8095176.html?1441805779?? #Water #WaterPoverty #MDGs #SDGs #4H2O            
1/21/2016,19:04, Clean Water and Sanitation for All by 2030 http://www.huffingtonpost.com/gary-white/its-expensive-to-be-poor_b_8095176.html?1441805779?? #Water #WaterPoverty #MDGs #SDGs #4H2O            
1/21/2016,19:32, #SDGs need strong accountability so people can trust that no one is being left behind #HHR Jnl @healthrightsnz http://ow.ly/Xo07e?            
1/21/2016,19:35," New blog series out on #SDGs, Accountability & #healthrights in #HHR Jnl; send contributions now! http://ow.ly/Xo0fN?            "
1/21/2016,19:35," New blog series out on #SDGs, Accountability & #healthrights in #HHR Jnl; send contributions now! http://ow.ly/Xo0hI?            "
1/21/2016,19:46, How expensive is it to be a poor? http://dld.bz/dVcZE? #Water #guardian #WaterPoverty #MDGs #SDGs #4H2O             
1/21/2016,19:46, How expensive is it to be a poor http://dld.bz/dVcZE? #Water #guardian #WaterPoverty #MDGs #SDGs #4H2O             
1/21/2016,19:47, Angels Walk for #Autism. 'Talking' ATMs. #Inclusive leadership. #SDGs and #disability. Risks of autism. Toy cars... http://fb.me/5CohR5tJW?            
1/21/2016,19:50, Link to the video | http://livestream.com/wef/events/4662371/videos/110019579?? @ja_india @wef @SDGoals #SDGs https://twitter.com/shapersCHD/status/690135553564635136??            
1/21/2016,20:02, Founder of the Global #Sustainability Foundation helped facilitate bribes from Chinese businessmen #SDGs https://twitter.com/TIME/status/690268887024308224??            
1/21/2016,20:34, RT @reliefdata: RT @UN_Radio: #RocaBrothers announced as @UNDP #Food4SDGs Ambassadors. https://youtu.be/ci5wkpDUVTM? #SDGs            
1/21/2016,20:36," Thanks to all our new followers & thanks for joining the #SDGs movement. You are helping us reach our goal of 30,000 followers by 2030             "
1/21/2016,20:37, So glad to see multiple efforts to help support/enable the accomplishment of the #SDGs https://lnkd.in/ejij56i?            
1/21/2016,20:46, How do we ensure active participation of the #youth in achieving the #SDGs? Tell @UNEP here --> http://bit.ly/22y2Ool? via @OlumideIDOWU            
1/21/2016,20:47, Sign Up now: #Youth Database On #SDGs -->> https://goo.gl/97i2Tf? via @OlumideIDOWU            
1/21/2016,20:51, #Singapore's 1st carbon negative house- generates more solar energy than it consumes! http://bit.ly/1PiRl8a? #SDGs pic.twitter.com/C6NdtHAB64            
1/21/2016,20:52, 169 targets accompany the 17 goals and set out quantitative and qualitative objectives for the next 15 years. #SDGs #GlobalGoals            
1/21/2016,20:53, MUST MUST WATCH #ZeroHunger #Day22 #SDGs #GlobalGoal2 #TransformingourWorld... http://fb.me/2u6gNSoq9?            
1/21/2016,20:55, MUST MUST WATCH #ZeroHunger #Day22 #SDGs #GlobalGoal2 #TransformingourWorld... http://fb.me/4sDXSo4qb?            
1/21/2016,21:02, Congr. n/announced advocates4 @UN Global Goals!#SDGs @unfoundation @erna_solberg @JDMahama @PaulPolman @JeffDSachs @shakira v @JuliaBlocher            
1/21/2016,21:03, Poor nutrition causes nearly half (45 per cent) of deaths in children under five ? 3.1 million children each year #Goal2 #SDGs            
1/21/2016,21:06, @GlobalGoalsUN :#SDGs Advocate Amb.Dho Young-Shim:We must make SDG link w/voters&parliaments.http://bit.ly/1P83dYE?pic.twitter.com/U4yeOlEEhu            
1/21/2016,21:06, The Elites at Davos Take On the $1 Trillion Food Waste Problem http://tak.pt/i/sC83S2SQ? via @TakePart #champions123 #SDGs            
1/21/2016,21:09, The #SDGs are holistic. We need to cultivate a synergy for the #globalgoals http://bit.ly/1OwAQlv? #WEF via @unfoundation            
1/21/2016,21:12," The 17 #SDGs are not a menu."" It's a roadmap  a marching order on all issues.  http://bit.ly/1OwAQlv? #globalgoals #WEF v @unfoundation ""          "
1/21/2016,21:13, Everyone needs to be drivers and champions of the #SDGs. - @UN SG Ban Ki-moon http://trib.al/mZSDxd7? #WEF v @plus_socialgood @unfoundation            
1/21/2016,21:16, #SDGs are an ambitious blueprint for the world.They are universal and integrated.  http://bit.ly/1Jkw23K? #WEF via @unfoundation            
